event,is_goal,period,time,distance,angle,is_rebound,is_pass_before,is_cross_line,is_one_touch,is_fast_attack
Shot Attempt - Upper left,false,2,394.3,14.7,85.30131948270056,false,false,true,false,false
Shot Attempt - Upper right,false,2,475.5,5.9,53.74616226255521,false,false,false,false,false
Shot Attempt - Upper right,false,2,597.3,21.1,50.75140209036599,false,false,false,false,false
Shot Attempt - Lower right,false,2,785.4,17.2,33.89616656336391,false,false,false,false,false
Shot Attempt - Upper left,false,2,1055.0,5.9,45.744059202888714,false,false,false,false,false
Shot Attempt - Top middle,false,3,106.4,18.2,84.94831065623758,false,true,false,true,false
Shot Attempt - Upper right,false,3,280.8,20.1,45.65353568067781,false,false,false,false,false
Shot Attempt - Upper left,false,3,303.7,19.6,74.38060786128922,false,false,false,false,false
Shot Attempt - Lower right,false,3,468.6,12.4,78.23171106797936,false,true,true,true,false
Shot Attempt - Lower right,false,1,597.4,6.5,9.293308599397115,false,false,false,false,false
Shot Attempt - Bottom middle,false,1,637.7,11.7,44.24615166692923,false,false,false,false,true
Shot Attempt - Lower left,false,1,714.4,4.1,87.20729763428672,false,false,true,true,false
Shot Attempt - Lower right,false,1,791.6,1.2,-75.96375653207353,false,false,false,false,false
Shot Attempt - Top middle,false,1,831.7,18.1,81.73550591534142,false,true,true,true,false
Shot Attempt - Bottom middle,false,1,867.6,6.3,82.76307797403199,false,true,true,true,false
Shot Attempt - Top middle,false,1,1180.7,13.1,29.866916851512997,false,false,false,true,false
Shot Attempt - Lower right,false,2,205.2,11.3,17.700427788667195,false,false,false,false,false
Shot Attempt - Lower left,false,2,276.0,1.7,-3.8140748342903543,false,false,true,false,false
Shot Attempt - Lower left,false,2,560.9,17.0,48.81407483429036,false,true,false,true,false
Shot Attempt - Upper right,false,2,738.9,13.4,64.02560603756868,false,false,false,true,false
Shot Attempt - Upper right,false,2,866.0,12.4,39.28940686250035,false,true,false,true,false
Shot Attempt - Lower left,false,2,867.8,0.9,-75.96375653207353,false,false,false,false,false
Shot Attempt - Upper right,false,2,1123.9,17.9,64.02560603756869,false,true,true,true,false
Shot Attempt - Bottom middle,false,3,34.7,5.2,47.489552921999156,false,false,false,false,false
Shot Attempt - Lower right,false,3,675.7,7.7,73.9509952074668,false,true,true,true,false
Shot Attempt - Bottom middle,false,3,740.6,28.4,68.23688982580018,false,false,false,false,false
Shot Attempt - Lower left,false,3,807.7,17.7,82.51261180285636,false,false,false,false,false
Shot Attempt - Upper right,false,3,1116.0,10.6,54.7275785514016,false,true,true,true,false
Shot Attempt - Top middle,false,2,270.5,18.5,74.05460409907715,false,false,false,false,false
Shot Attempt - Lower right,false,1,84.5,25.0,76.69324221893083,false,false,false,false,false
Shot Attempt - Bottom middle,false,1,313.8,7.3,54.940573033113026,false,true,false,true,false
Shot Attempt - Lower right,false,1,315.1,3.6,27.34987578006988,false,false,false,false,false
Shot Attempt - Lower left,false,1,358.5,18.3,87.7974018382342,false,true,true,true,false
Shot Attempt - Top middle,false,1,371.9,19.5,69.1988031856222,false,true,true,true,false
Shot Attempt - Lower left,false,1,408.8,13.9,44.68691142497935,false,false,false,false,true
Shot Attempt - Lower right,false,1,526.3,11.5,17.89613292503925,false,false,false,false,true
Shot Attempt - Lower right,false,1,527.5,6.8,61.87626461671118,true,false,false,true,false
Shot Attempt - Upper left,false,1,660.8,9.5,37.40535663140856,false,false,false,false,false
Shot Attempt - Lower left,false,1,694.1,15.1,54.97512672045864,false,false,true,false,true
Shot Attempt - Top middle,false,1,897.0,13.8,63.627863176455044,false,false,false,false,false
Shot Attempt - Upper right,false,1,899.0,11.4,74.61153216724102,false,false,false,false,false
Shot Attempt - Upper right,false,1,960.6,8.5,-16.47688139368797,false,false,false,false,false
Shot Attempt - Top middle,false,1,1013.5,15.2,62.91250938596326,false,false,false,false,false
Shot Attempt - Top middle,false,2,89.4,19.3,78.86600078935301,false,true,false,true,false
Shot Attempt - Upper right,false,2,310.9,5.7,72.21611155730749,false,false,false,false,true
Shot Attempt - Lower right,false,2,498.2,16.7,56.309932474020215,false,false,false,false,false
Shot Attempt - Upper right,false,2,546.8,9.1,48.366460663429805,false,false,false,false,false
Shot Attempt - Lower right,false,2,552.5,15.1,56.309932474020215,false,false,false,false,false
Shot Attempt - Lower left,false,2,617.0,12.6,56.17791478250604,false,false,true,false,false
Shot Attempt - Upper right,false,2,1161.6,17.4,48.513750260604965,false,false,false,false,false
Shot Attempt - Upper left,false,3,248.8,16.8,76.04752223191507,false,true,true,true,false
Shot Attempt - Upper right,false,3,255.5,12.3,21.605527242638477,false,false,false,false,false
Shot Attempt - Lower left,false,3,322.6,4.5,47.91083782616776,true,false,false,true,false
Shot Attempt - Upper right,false,3,435.1,10.6,70.34617594194668,false,false,false,false,false
Shot Attempt - Upper right,false,3,882.2,11.1,50.47736872882888,false,false,false,false,true
Shot Attempt - Lower left,false,3,918.8,4.6,55.22216863363612,false,false,false,false,false
Shot Attempt - Top middle,false,3,981.6,19.6,57.24633285968041,false,true,true,true,false
Shot Attempt - Upper right,false,3,1108.5,5.5,45,false,true,true,true,false
Shot Attempt - Bottom middle,false,1,221.5,6.5,56.05641298024819,false,false,false,false,false
Shot Attempt - Lower right,false,1,316.9,3.0,80.21759296819272,false,false,false,false,false
Shot Attempt - Upper left,false,1,353.6,16.0,74.55368363230745,false,false,true,false,false
Shot Attempt - Lower right,false,1,403.3,13.4,47.91083782616775,false,false,false,false,false
Shot Attempt - Upper right,false,1,547.2,4.8,1.363927531602919,false,false,true,false,false
Shot Attempt - Lower left,false,1,559.7,4.9,53.880659150520245,false,false,false,true,false
Shot Attempt - Upper left,false,1,1074.9,11.2,34.15969454566943,false,false,false,false,true
Shot Attempt - Lower left,false,2,81.6,22.6,67.38013505195957,false,false,false,false,true
Shot Attempt - Upper left,false,2,102.1,5.2,75.42578380196126,false,false,true,false,false
Shot Attempt - Top middle,false,2,329.2,10.6,65.18580300946486,false,false,true,false,false
Shot Attempt - Upper left,false,2,511.1,20.9,59.72297506175022,false,false,false,false,false
Shot Attempt - Upper right,false,2,552.3,12.1,55.21086769107792,false,false,false,false,true
Shot Attempt - Upper left,false,2,571.0,8.2,-8.806792694435309,false,false,false,false,false
Shot Attempt - Bottom middle,false,2,928.0,4.4,68.19859051364818,true,false,true,true,false
Shot Attempt - Lower right,false,2,974.2,3.1,80.53767779197439,false,false,false,true,false
Shot Attempt - Bottom middle,false,2,1072.2,17.4,58.9773577954292,false,false,false,false,false
Shot Attempt - Lower right,false,2,1207.9,15.4,65.4925947698703,false,false,false,false,false
Shot Attempt - Lower left,false,1,77.6,17.0,54.833563964207116,false,false,false,false,true
Shot Attempt - Bottom middle,false,1,100.9,15.6,60.01836063115067,false,false,false,true,false
Shot Attempt - Upper right,false,1,273.8,20.4,64.59881132458601,false,true,false,true,false
Shot Attempt - Upper right,false,1,525.0,14.0,51.81821457165187,false,false,true,false,false
Shot Attempt - Bottom middle,false,1,782.9,28.2,86.67259575827343,false,false,false,false,true
Shot Attempt - Lower left,false,1,823.3,18.2,83.03174325862146,false,false,false,false,true
Shot Attempt - Bottom middle,false,1,887.5,16.3,53.94538183353896,false,true,true,true,false
Shot Attempt - Lower right,false,1,890.5,7.4,86.13453883014826,true,false,true,true,false
Shot Attempt - Lower left,false,1,933.8,9.2,89.37724431279368,false,false,true,false,false
Shot Attempt - Lower right,false,1,1058.0,18.8,72.05474677020722,false,true,true,true,false
Shot Attempt - Bottom middle,false,2,9.6,23.3,53.85795876362835,false,true,false,false,false
Shot Attempt - Top middle,false,2,525.9,7.6,46.1457628381751,false,false,false,false,false
Shot Attempt - Upper right,false,2,1024.9,2.9,53.9726266148964,true,false,false,false,false
Shot Attempt - Top middle,false,2,1047.2,12.8,65.70903759164904,false,false,false,false,false
Shot Attempt - Upper right,false,2,1102.0,11.8,28.26400414852393,false,false,false,false,false
Shot Attempt - Top middle,false,2,1165.4,10.3,43.70783311375007,false,false,false,false,false
Shot Attempt - Bottom middle,false,2,1196.4,7.6,46.73570458892839,false,true,false,true,false
Shot Attempt - Lower right,false,3,24.3,13.8,51.81821457165187,false,false,false,false,false
Shot Attempt - Upper left,false,3,316.7,10.8,47.41950921665634,false,false,false,false,false
Shot Attempt - Upper right,false,3,437.2,16.7,45.78482460299189,false,false,false,false,true
Shot Attempt - Lower left,false,3,446.4,18.3,49.724451697170885,false,true,true,true,false
Shot Attempt - Upper left,false,3,890.5,14.3,83.9275435927923,false,false,false,false,false
Shot Attempt - Upper right,false,3,1001.4,19.4,78.28040090500583,false,false,false,false,false
Shot Attempt - Upper right,false,3,1078.4,14.3,63.24892421841448,false,false,false,false,true
Shot Attempt - Upper left,false,1,78.7,2.5,75.96375653207353,false,false,false,false,false
Shot Attempt - Upper left,false,1,318.7,15.7,41.600285840876744,false,false,false,false,true
Shot Attempt - Upper right,false,1,619.4,0.9,7.125016348901798,false,false,false,false,false
Shot Attempt - Top middle,false,1,850.4,18.0,69.82314037288867,false,false,false,false,true
Shot Attempt - Lower left,false,1,955.8,4.4,59.2645122980799,false,false,false,true,false
Shot Attempt - Upper right,false,1,1040.8,15.9,41.66614933846343,false,false,false,false,false
Shot Attempt - Lower left,false,1,1047.2,4.9,2.7263109939062655,false,true,false,true,false
Shot Attempt - Lower right,false,2,21.9,5.1,5.194428907734806,false,true,false,true,false
Shot Attempt - Lower right,false,2,28.5,5.1,-19.65382405805331,false,false,false,false,false
Shot Attempt - Upper right,false,2,126.5,14.5,60.30613897408987,false,false,false,false,true
Shot Attempt - Top middle,false,2,151.3,10.7,84.0754180180175,false,false,false,false,false
Shot Attempt - Lower left,false,2,211.9,6.5,16.220193695602788,false,false,false,false,false
Shot Attempt - Bottom middle,false,2,503.6,2.4,59.03624346792648,false,false,false,false,false
Shot Attempt - Upper left,false,2,661.2,6.9,43.72696997994329,false,false,false,false,false
Shot Attempt - Upper left,false,2,867.7,12.4,73.79622578510924,false,false,false,false,false
Shot Attempt - Bottom middle,false,2,1123.7,3.3,60.25511870305777,false,false,true,false,false
Shot Attempt - Upper right,false,2,1207.1,8.9,38.437301491062534,false,false,false,false,false
Shot Attempt - Lower left,false,1,89.2,21.3,71.39247404983915,false,false,false,false,true
Shot Attempt - Lower left,false,1,121.1,8.0,45.54565759341572,false,false,true,false,false
Shot Attempt - Top middle,false,1,262.9,23.1,64.34977374134994,false,false,false,false,false
Shot Attempt - Top middle,false,1,464.3,16.9,89.32197508924871,false,false,false,false,false
Shot Attempt - Upper right,false,1,548.5,16.9,38.13630808537296,false,false,false,false,false
Shot Attempt - Top middle,false,1,674.5,16.6,86.53177074108285,false,false,true,false,false
Shot Attempt - Lower left,false,4,76.9,54.4,-2.7263109939062655,false,false,false,false,false
Shot Attempt - Upper right,false,1,953.7,9.2,54.30994017498604,false,false,false,false,false
Shot Attempt - Bottom middle,false,1,958.4,10.1,67.87366519062671,false,false,false,false,false
Shot Attempt - Upper left,false,1,1005.2,7.8,33.231711067979354,false,false,false,false,false
Shot Attempt - Upper left,false,1,1178.1,13.2,63.034285567129864,false,true,false,true,false
Shot Attempt - Upper right,false,2,29.4,14.2,50.46909497011194,false,false,false,false,false
Shot Attempt - Upper right,false,2,73.7,13.5,52.678963807368696,false,false,false,false,false
Shot Attempt - Upper left,false,2,127.2,4.2,74.6237487511738,false,false,false,false,false
Shot Attempt - Bottom middle,false,2,140.2,6.7,19.98310652189998,false,false,false,false,false
Shot Attempt - Upper left,false,2,704.9,12.4,71.26663835708311,false,false,false,false,false
Shot Attempt - Top middle,false,2,773.1,16.3,59.98163257239093,false,false,false,false,false
Shot Attempt - Top middle,false,2,847.7,18.5,47.591866705235,false,false,false,false,true
Shot Attempt - Upper right,false,2,951.5,9.2,32.15229514128234,false,false,false,false,false
Shot Attempt - Upper left,false,2,959.0,13.4,41.05481377096243,false,false,false,false,false
Shot Attempt - Upper right,false,2,984.6,8.6,87.33699923393286,false,false,false,false,false
Shot Attempt - Lower right,false,2,997.7,13.0,42.978635059643985,false,false,false,false,true
Shot Attempt - Lower right,false,2,1054.7,23.8,87.11358145613539,false,false,true,false,true
Shot Attempt - Upper right,false,2,1073.3,17.9,83.58915997976756,false,false,false,false,false
Shot Attempt - Lower left,false,2,1165.8,11.4,51.84277341263095,false,false,false,false,false
Shot Attempt - Lower right,false,3,45.8,5.9,52.9269266826896,false,false,false,false,false
Shot Attempt - Upper right,false,1,923.6,15.2,75.31480296287847,false,false,false,false,false
Shot Attempt - Upper left,false,3,130.2,17.9,84.19327309446842,false,false,false,false,false
Shot Attempt - Upper right,false,3,145.6,4.7,86.34777721969367,false,false,true,false,false
Shot Attempt - Lower right,false,3,324.0,16.3,59.6644614884111,false,false,false,false,false
Shot Attempt - Lower left,false,3,413.9,17.4,41.45523354440512,false,false,false,false,true
Shot Attempt - Upper left,false,3,434.3,18.5,70.07071758581147,false,false,false,false,false
Shot Attempt - Upper left,false,1,30.4,15.5,67.49647150023257,false,false,false,false,true
Shot Attempt - Upper left,false,1,47.4,4.9,61.29404745659892,false,false,true,false,false
Shot Attempt - Bottom middle,false,1,188.5,2.1,55.4914770123316,false,true,true,true,false
Shot Attempt - Bottom middle,false,1,329.9,2.5,53.61564818416411,false,true,true,true,false
Shot Attempt - Upper right,false,1,668.4,6.4,68.36911316348207,false,false,true,false,false
Shot Attempt - Bottom middle,false,1,754.2,21.6,65.14841414028783,false,false,false,false,false
Shot Attempt - Upper right,false,1,822.7,20.4,57.370844164284435,false,false,false,false,false
Shot Attempt - Bottom middle,false,1,1028.0,3.6,45,false,false,false,false,false
Shot Attempt - Lower left,false,1,1182.1,3.2,80.8376529542783,false,true,false,true,false
Shot Attempt - Top middle,false,2,85.3,10.2,17.429862817667832,true,false,false,true,false
Shot Attempt - Bottom middle,false,2,89.4,20.7,48.98119865642163,false,false,false,false,false
Shot Attempt - Upper right,false,2,295.3,16.7,89.31385580216477,false,false,true,false,false
Shot Attempt - Bottom middle,false,2,607.9,12.9,88.22395574664127,false,true,false,true,false
Shot Attempt - Bottom middle,false,2,1060.0,17.0,87.3057157101439,false,true,true,true,false
Shot Attempt - Lower left,false,2,1095.7,10.8,-1.827968244305005,false,false,false,false,false
Shot Attempt - Upper right,false,1,217.7,12.6,45.698694382983476,false,false,false,false,false
Shot Attempt - Lower left,false,2,1189.9,15.6,47.22396124038548,false,false,false,false,false
Shot Attempt - Top middle,false,2,44.1,7.2,41.92254460057563,false,false,false,false,false
Shot Attempt - Bottom middle,false,2,275.5,5.0,86.49646835521554,false,false,true,false,true
Shot Attempt - Top middle,false,1,52.6,21.3,63.18637867086242,false,false,false,false,false
Shot Attempt - Upper right,false,1,407.6,17.6,89.01788283677581,false,false,true,false,false
Shot Attempt - Upper right,false,1,515.0,12.1,34.12854707414517,false,false,false,false,false
Shot Attempt - Lower right,false,1,987.6,20.3,58.27639704231597,false,false,false,false,false
Shot Attempt - Lower left,false,1,1125.8,16.1,87.86574123749772,false,false,true,false,false
Shot Attempt - Bottom middle,false,2,114.6,18.7,60.72895307914412,false,false,false,false,false
Shot Attempt - Bottom middle,false,2,150.5,13.5,39.38779677067512,false,false,false,false,false
Shot Attempt - Bottom middle,false,2,414.4,5.5,62.94940299291388,false,true,false,true,false
Shot Attempt - Lower left,false,2,461.4,10.1,56.97613244420336,false,true,true,true,false
Shot Attempt - Upper left,false,1,564.0,9.7,46.353191953779685,false,false,false,false,false
Shot Attempt - Upper right,false,2,513.2,28.5,73.24215117050828,false,false,false,false,true
Shot Attempt - Upper right,false,1,160.6,11.9,61.189206257026946,false,false,true,false,false
Shot Attempt - Top middle,false,2,631.3,20.9,48.31778116833485,false,false,false,false,false
Shot Attempt - Lower left,false,2,778.2,11.9,-6.64527821027442,false,false,false,false,false
Shot Attempt - Top middle,false,2,954.3,12.4,57.11876033472519,false,false,false,false,false
Shot Attempt - Bottom middle,false,2,1017.9,3.5,32.195733934713246,false,true,false,true,false
Shot Attempt - Lower left,false,3,52.1,13.8,73.82380663839162,false,false,false,false,false
Shot Attempt - Upper right,false,3,278.1,16.0,46.636577041616725,false,false,false,false,true
Shot Attempt - Lower right,false,3,296.7,3.2,65.09523119190482,false,false,false,true,false
Shot Attempt - Upper right,false,3,470.5,14.6,69.91396703879367,false,false,false,false,false
Shot Attempt - Upper right,false,3,725.8,13.8,77.2888674344705,false,false,false,false,false
Shot Attempt - Lower left,false,3,847.5,13.9,71.69737375825181,false,false,false,false,false
Shot Attempt - Top middle,false,3,964.7,15.5,28.04810575455306,false,false,false,false,false
Shot Attempt - Bottom middle,false,3,1044.6,0.9,29.74488129694223,false,false,false,false,false
Shot Attempt - Lower left,false,1,432.6,32.3,65.34410125591839,false,false,false,false,false
Shot Attempt - Upper left,false,1,614.8,5.5,58.10920819815429,false,false,false,false,false
Shot Attempt - Bottom middle,false,1,663.5,4.6,67.47943439710312,true,false,false,true,false
Shot Attempt - Bottom middle,false,1,903.5,10.3,74.59657503753037,false,false,false,false,false
Shot Attempt - Lower right,false,1,909.9,25.7,88.21704952042634,false,false,true,false,false
Shot Attempt - Lower right,false,1,944.5,17.0,68.83874018317172,false,false,true,false,true
Shot Attempt - Upper left,false,2,149.4,16.8,81.77327753589184,false,false,false,false,true
Shot Attempt - Upper left,false,2,360.4,9.7,60.407703640642026,false,false,true,false,false
Shot Attempt - Upper left,false,2,495.9,19.2,77.20912079884187,false,true,false,true,false
Shot Attempt - Lower right,false,2,553.7,12.5,24.486680931716023,false,false,false,false,false
Shot Attempt - Bottom middle,false,2,774.9,14.6,76.05940882971,false,false,false,false,true
Shot Attempt - Upper left,false,2,978.1,6.6,69.02650657867919,true,false,false,true,false
Shot Attempt - Lower left,false,2,985.4,5.7,52.49585763972986,false,false,false,false,false
Shot Attempt - Upper right,false,3,280.3,12.3,43.22119968432615,false,false,false,false,false
Shot Attempt - Upper right,false,3,357.7,15.7,81.921655336836,false,false,true,false,false
Shot Attempt - Upper right,false,3,715.1,9.2,47.81555668421123,false,false,false,false,false
Shot Attempt - Upper left,false,3,918.7,8.5,18.676701732190114,false,false,false,false,false
Shot Attempt - Top middle,false,3,934.8,6.5,59.34933204294713,false,false,false,false,false
Shot Attempt - Upper left,false,3,968.9,11.0,60.05431655960483,false,false,false,false,true
Shot Attempt - Bottom middle,false,3,988.1,7.3,78.07067782276167,false,false,false,false,false
Shot Attempt - Lower right,false,1,687.2,13.8,57.763213447869774,false,false,false,false,false
Shot Attempt - Lower right,false,1,688.4,1.9,57.9946167919165,false,false,false,false,false
Shot Attempt - Upper right,false,1,1029.4,16.6,56.108542162752464,false,true,true,true,false
Shot Attempt - Lower left,false,1,1186.0,20.0,55.30484646876603,false,false,false,false,true
Shot Attempt - Lower right,false,2,15.9,11.6,59.74356283647074,false,false,false,false,false
Shot Attempt - Upper right,false,2,61.7,13.6,46.60002471514774,false,false,false,false,false
Shot Attempt - Lower right,false,2,517.4,5.1,1.301952672578875,false,true,false,true,false
Shot Attempt - Upper left,false,2,691.1,7.1,28.178590109959174,false,false,false,false,false
Shot Attempt - Upper left,false,2,876.6,17.1,36.35306829204693,false,false,true,false,false
Shot Attempt - Upper right,false,2,1176.0,8.0,51.45881637871866,false,false,false,false,false
Shot Attempt - Lower left,false,3,185.6,7.4,53.13010235415598,true,false,false,true,false
Shot Attempt - Upper left,false,3,285.5,19.4,47.91843472078156,false,false,false,false,true
Shot Attempt - Upper left,false,3,460.4,9.6,63.15949046678678,false,false,false,false,false
Shot Attempt - Lower right,false,3,658.6,3.5,-26.56505117707799,false,true,false,true,false
Shot Attempt - Upper left,false,3,699.3,5.6,8.130102354155978,false,true,true,true,false
Shot Attempt - Upper left,false,3,714.3,16.8,64.06628172256622,false,false,false,false,false
Shot Attempt - Upper left,false,3,951.8,17.9,61.49598847818858,false,false,false,false,false
Shot Attempt - Upper left,false,3,1063.5,17.2,60.81137093013845,false,false,false,false,false
Shot Attempt - Lower right,false,1,98.2,9.3,45,false,false,false,false,true
Shot Attempt - Top middle,false,1,138.2,15.5,88.15238973400541,false,true,false,true,false
Shot Attempt - Lower left,false,1,224.8,2.8,87.95459151111277,true,false,false,true,false
Shot Attempt - Upper right,false,1,442.9,18.6,73.83985330743641,false,true,true,true,false
Shot Attempt - Lower right,false,1,515.8,8.3,27.25532837494307,false,false,false,false,true
Shot Attempt - Bottom middle,false,1,557.3,10.9,55.23480276342321,false,true,false,true,false
Shot Attempt - Upper right,false,1,581.0,9.8,33.87081071038882,false,true,false,true,false
Shot Attempt - Top middle,false,1,695.6,22.5,59.03624346792648,false,false,false,false,true
Shot Attempt - Bottom middle,false,1,1010.1,4.6,69.14554196042165,true,false,false,true,false
Shot Attempt - Lower right,false,1,1076.9,2.0,81.02737338510362,false,false,true,false,false
Shot Attempt - Top middle,false,1,1143.1,13.7,44.35625428582462,false,false,false,false,false
Shot Attempt - Upper left,false,1,1180.5,7.6,79.42647658143909,false,false,false,false,false
Shot Attempt - Lower right,false,2,209.8,16.0,55.16208319400076,false,false,false,false,false
Shot Attempt - Upper right,false,2,259.1,13.6,51.340191745909905,false,false,false,false,true
Shot Attempt - Lower left,false,2,388.9,10.0,41.00908690157022,false,false,false,false,false
Shot Attempt - Top middle,false,2,1082.6,17.1,77.4346516200927,false,false,false,false,false
Shot Attempt - Upper left,false,2,1204.1,11.3,55.27100372047909,false,false,false,false,false
Shot Attempt - Upper left,false,3,147.6,17.1,79.4839536154552,false,true,true,true,false
Shot Attempt - Upper right,false,3,200.6,11.0,42.197548480133214,false,false,false,false,false
Shot Attempt - Upper left,false,3,443.0,11.9,56.449337988500034,false,false,false,false,true
Shot Attempt - Lower left,false,3,469.6,12.2,35.71995431229032,false,false,true,false,false
Shot Attempt - Upper right,false,3,956.1,18.3,66.59091895824945,false,false,false,false,false
Shot Attempt - Upper left,false,3,998.5,8.3,63.11306580752328,false,false,false,false,false
Shot Attempt - Upper right,false,3,1034.4,16.8,43.69210439833621,false,false,false,false,false
Shot Attempt - Upper right,false,3,1059.7,10.0,59.95863607372088,false,false,false,false,false
Shot Attempt - Upper left,false,3,1085.9,14.1,50.527540151656176,false,false,false,false,false
Shot Attempt - Lower left,false,3,1096.0,16.1,49.56322975423785,false,false,false,false,false
Shot Attempt - Lower left,false,3,1143.3,5.1,51.91122711902468,false,false,false,true,false
Shot Attempt - Upper left,false,4,71.6,3.3,71.56505117707799,false,false,true,false,false
Shot Attempt - Upper left,false,4,238.9,9.4,39.8055710922652,false,true,false,true,false
Shot Attempt - Lower left,false,1,79.5,13.9,48.110840653490776,false,false,false,true,false
Shot Attempt - Upper right,false,1,84.7,20.3,69.37646861667477,false,false,false,false,false
Shot Attempt - Bottom middle,false,1,179.6,8.2,74.24882633654697,false,false,false,false,true
Shot Attempt - Bottom middle,false,1,192.1,12.3,66.4252937980874,false,false,false,false,false
Shot Attempt - Top middle,false,1,701.8,9.1,55.388857815469606,false,false,false,false,false
Shot Attempt - Top middle,false,1,819.4,15.5,66.65233147190892,false,false,false,false,false
Shot Attempt - Upper left,false,2,126.2,8.5,22.796521467942608,false,false,false,false,false
Shot Attempt - Lower right,false,2,419.3,10.2,18.232491080703817,false,false,false,false,false
Shot Attempt - Lower right,false,2,500.1,2.9,59.74356283647074,false,false,false,false,false
Shot Attempt - Bottom middle,false,2,630.5,8.0,66.41296947487176,false,false,false,false,false
Shot Attempt - Lower left,false,2,674.0,18.5,51.54629078329403,false,false,false,false,false
Shot Attempt - Upper right,false,3,929.1,9.8,53.37867250621557,false,false,false,false,false
Shot Attempt - Lower right,false,3,147.2,22.5,55.86405992208772,false,false,false,false,false
Shot Attempt - Lower left,false,3,159.3,15.6,54.59692441814673,false,false,false,false,false
Shot Attempt - Upper right,false,3,290.3,20.8,64.82903996295865,false,false,false,false,false
Shot Attempt - Bottom middle,false,3,419.2,5.8,61.14433878028348,false,false,false,false,false
Shot Attempt - Lower right,false,4,217.8,2.1,45,false,false,false,false,false
Shot Attempt - Upper left,false,3,788.9,6.3,47.72631099390627,false,false,false,false,true
Shot Attempt - Lower left,false,3,830.6,10.2,59.74356283647074,false,false,false,false,true
Shot Attempt - Upper right,false,3,1042.9,21.8,61.367845605986744,false,false,false,false,false
Shot Attempt - Lower right,false,3,1174.5,10.8,21.12471914607248,false,false,false,false,true
Shot Attempt - Top middle,false,4,43.9,5.7,74.74488129694222,false,false,true,false,false
Shot Attempt - Lower right,false,4,45.3,4.1,1.5911402711945872,false,false,false,false,false
Shot Attempt - Lower left,false,4,258.9,4.8,70.42687416958981,false,false,false,false,false
Shot Attempt - Lower right,false,1,54.0,8.7,15.124007308310565,false,false,false,false,false
Shot Attempt - Lower right,false,1,304.6,4.6,15.751173663453027,false,false,false,false,false
Shot Attempt - Bottom middle,false,1,399.3,12.2,47.147585428298505,false,false,false,false,true
Shot Attempt - Top middle,false,1,630.0,30.7,67.6645574346961,false,false,false,false,true
Shot Attempt - Lower right,false,1,887.7,19.2,55.961104032021254,false,false,false,false,false
Shot Attempt - Upper left,false,1,1054.7,19.8,74.25606522210707,false,true,false,true,false
Shot Attempt - Upper left,false,1,1152.3,24.4,69.44395478041653,false,false,false,false,true
Shot Attempt - Upper right,false,1,1156.4,10.7,54.26452398513298,false,false,false,false,false
Shot Attempt - Upper right,false,2,59.8,20.4,67.82376365850723,false,true,false,true,false
Shot Attempt - Lower left,false,2,294.0,10.4,43.726969979943284,false,false,false,false,false
Shot Attempt - Lower right,false,2,442.3,17.1,60.47132816552015,false,true,true,true,false
Shot Attempt - Lower right,false,2,454.9,7.8,69.17910714668918,false,false,true,false,false
Shot Attempt - Bottom middle,false,2,563.8,18.5,71.46575183193445,false,false,false,false,false
Shot Attempt - Upper right,false,2,715.1,13.1,46.6554865391193,true,false,false,true,false
Shot Attempt - Upper right,false,3,20.6,6.0,47.17474411461005,false,true,true,true,false
Shot Attempt - Lower right,false,3,490.8,2.8,49.635463426902646,false,false,true,true,false
Shot Attempt - Lower left,false,3,505.8,17.1,57.285916080996664,false,false,false,false,true
Shot Attempt - Lower left,true,3,549.0,13.7,54.718792202825625,false,true,false,true,false
Shot Attempt - Top middle,false,3,585.1,14.2,34.91940201245768,false,false,true,false,true
Shot Attempt - Upper left,false,3,777.1,13.8,46.88818800674093,false,false,false,false,false
Shot Attempt - Lower right,false,3,779.9,11.8,64.106353005772,false,false,false,true,false
Shot Attempt - Upper left,false,3,897.0,18.3,76.95810947333804,false,false,false,false,false
Shot Attempt - Upper right,false,3,1157.8,17.3,43.465658500299234,false,false,false,false,false
Shot Attempt - Lower right,false,3,1173.3,4.2,-15.524110996754256,false,false,false,false,false
Shot Attempt - Bottom middle,false,1,388.4,1.9,63.434948822922,false,false,false,false,false
Shot Attempt - Lower right,false,1,518.6,10.1,-5.9061411137705,false,false,false,false,false
Shot Attempt - Lower right,false,1,564.0,7.5,-23.085133672808276,false,false,false,false,false
Shot Attempt - Upper right,false,1,629.6,4.8,12.380756928807179,false,false,false,false,false
Shot Attempt - Bottom middle,false,1,696.7,13.8,65.1648324447351,false,false,false,false,false
Shot Attempt - Bottom middle,false,1,430.9,17.2,62.35402463626132,false,false,false,true,false
Shot Attempt - Lower right,false,1,827.2,2.5,-15.255118703057775,false,false,false,false,true
Shot Attempt - Lower left,false,1,1163.4,4.3,38.65980825409009,false,false,false,true,false
Shot Attempt - Lower right,false,1,1189.7,10.0,82.51911382047632,true,false,false,false,false
Shot Attempt - Lower left,false,2,292.5,3.4,76.37300514010846,false,false,false,false,false
Shot Attempt - Lower left,false,2,446.9,5.5,28.14160123226172,false,false,false,false,false
Shot Attempt - Bottom middle,false,2,450.9,12.8,53.035710710534794,false,false,false,false,false
Shot Attempt - Upper right,false,2,524.1,9.5,20.39487608204838,false,false,false,false,false
Shot Attempt - Upper left,false,2,536.7,13.2,76.28265368163967,false,false,false,true,false
